id,role,section,question,supportClass,supportLabel,managementSupport,backendSupport,reason,expectedView,evalStatus,failureCategory,candidateViews,selectedViews,totalMs,answerSummary
frontdesk-043,三、前台接待 Agent,预约管理,有客人说她下午有预约但我找不到记录,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-044,三、前台接待 Agent,预约管理,今天有几个预约是做面部的，几个是身体的,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,20007,当前筛选范围内没有匹配数据。
frontdesk-045,三、前台接待 Agent,预约管理,帮我统计一下今天的到店率，爽约了几个,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-046,三、前台接待 Agent,预约管理,有没有预约超过两小时没有确认的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,agent_v3_reservation_view,not_executed,,,,,
frontdesk-047,三、前台接待 Agent,预约管理,帮我提醒一下明天上午的所有预约客人,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
frontdesk-048,三、前台接待 Agent,预约管理,今天下午最后一个预约是几点，是谁,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_reservation_view,pass,,agent_v3_reservation_view,agent_v3_reservation_view,11437,当前筛选范围内没有匹配数据。
frontdesk-049,三、前台接待 Agent,预约管理,本周有没有某个美容师排得特别满，需要调整,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-050,三、前台接待 Agent,预约管理,帮我看一下这个月预约最多的是哪几天,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-051,三、前台接待 Agent,收银与核销,这个客人用次卡核销，帮我看一下她的次卡情况,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_card_usage_view,not_executed,,,,,
frontdesk-052,三、前台接待 Agent,收银与核销,帮我打开收银界面，客人要结账了,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
frontdesk-053,三、前台接待 Agent,收银与核销,这个客人说她有优惠券，帮我查一下,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_promotion_offer_view,not_executed,,,,,
frontdesk-054,三、前台接待 Agent,收银与核销,客人要充值，帮我看一下充值套餐有哪些,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
frontdesk-055,三、前台接待 Agent,收银与核销,这笔单子用什么支付方式，微信还是现金,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_payment_refund_view,not_executed,,,,,
frontdesk-056,三、前台接待 Agent,收银与核销,帮我算一下这个客人今天消费多少，该收多少钱,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-057,三、前台接待 Agent,收银与核销,客人说她的次卡还有余量，帮我确认一下,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_card_asset_view,not_executed,,,,,
frontdesk-058,三、前台接待 Agent,收银与核销,这个客人买产品有会员折扣吗,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-059,三、前台接待 Agent,收银与核销,帮我开具今天消费的收据或发票,admin_backend_unsupported,管理端/后台暂无结构化闭环,unsupported,unsupported,当前管理端和后台没有形成可供 Ami Ask 查询的结构化事实闭环。,,not_executed,,,,,
frontdesk-060,三、前台接待 Agent,收银与核销,这个客人要退款，原因是项目没做完，怎么处理,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_payment_refund_view,not_executed,,,,,
frontdesk-061,三、前台接待 Agent,收银与核销,帮我查一下今天收了多少现金,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-062,三、前台接待 Agent,收银与核销,这个客人说她上次有预存的金额，帮我查一下,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-063,三、前台接待 Agent,收银与核销,今天有几笔是用储值卡消费的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-064,三、前台接待 Agent,收银与核销,这个客人消费满多少可以升级会员,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-065,三、前台接待 Agent,收银与核销,帮我查一下上周某天的收款记录,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-066,三、前台接待 Agent,收银与核销,有个客人说她付了款但没有记录，帮我核查,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-067,三、前台接待 Agent,收银与核销,今天刷卡消费有几笔，金额多少,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_payment_refund_view,expected_view_miss,candidate_selector_miss,agent_v3_order_summary_view,agent_v3_order_summary_view,20824,今天刷卡消费0笔，金额暂无数据。
frontdesk-068,三、前台接待 Agent,收银与核销,帮我打开核销界面，客人要用次卡,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,agent_v3_card_usage_view,not_executed,,,,,
frontdesk-069,三、前台接待 Agent,收银与核销,这个客人的次卡有效期还有多久,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,agent_v3_product_inventory_view,not_executed,,,,,
frontdesk-070,三、前台接待 Agent,收银与核销,帮我看一下今天所有的收款明细,ask_query_low_confidence,Ask 低置信候选并实测,partial,supported,属于经营数据查询，但需要低置信度语义模型选择候选或补足指标。,agent_v3_payment_refund_view,expected_view_miss,candidate_selector_miss,agent_v3_order_summary_view,agent_v3_order_summary_view,13699,当前筛选范围内没有匹配数据。
frontdesk-071,三、前台接待 Agent,收银与核销,这个客人之前有没有欠款,clarification_required,需要补充实体、阈值或上下文,supported,supported,缺少可唯一定位的客户、项目、商品、预约或交易对象。,,not_executed,,,,,
frontdesk-072,三、前台接待 Agent,收银与核销,她买产品还是做项目，分别怎么结算,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-073,三、前台接待 Agent,收银与核销,今天第一笔收款是几点，是谁的,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,partial,unknown,当前问题未命中 Ask 指标合同，需由具体业务模块或 Ami Brain 承接。,,not_executed,,,,,
frontdesk-074,三、前台接待 Agent,收银与核销,帮我查一下这个月已经收了多少钱,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台有相关业务数据，但当前 34 个 Ask 视图缺少可直接回答该问题的治理字段或组合口径。,,not_executed,,,,,
frontdesk-075,三、前台接待 Agent,收银与核销,有客人申请退卡，流程是什么,ask_readonly_boundary,管理端可操作但 Ask 只读,supported,supported,管理端或后台可能支持该业务操作，但 Ami Ask 第一阶段严格只读，不执行写操作。,,not_executed,,,,,
frontdesk-076,三、前台接待 Agent,现场协调,现在店里有几个客人在，分别做什么,admin_supported_ask_not_open,管理端/后台已有相邻能力，Ask 未开放,supported,supported,管理端或后台已有相关业务入口，但当前 34 个 Ask 视图未开放该字段或实时状态。,,not_executed,,,,,
